Iso3_code,Country,Region,Subregion,Indicator,Year,VALUE
AZE,Azerbaijan,Asia,Western Asia,Detected trafficking victims,2014,54
AZE,Azerbaijan,Asia,Western Asia,Offences of trafficking in persons,2014,105
AZE,Azerbaijan,Asia,Western Asia,Persons convicted,2014,20
AZE,Azerbaijan,Asia,Western Asia,Persons prosecuted,2014,26
AZE,Azerbaijan,Asia,Western Asia,Detected trafficking victims,2015,48
AZE,Azerbaijan,Asia,Western Asia,Offences of trafficking in persons,2015,92
AZE,Azerbaijan,Asia,Western Asia,Persons convicted,2015,5
AZE,Azerbaijan,Asia,Western Asia,Persons prosecuted,2015,17
AZE,Azerbaijan,Asia,Western Asia,Detected trafficking victims,2016,70
AZE,Azerbaijan,Asia,Western Asia,Offences of trafficking in persons,2016,166
AZE,Azerbaijan,Asia,Western Asia,Persons prosecuted,2016,36
AZE,Azerbaijan,Asia,Western Asia,Detected trafficking victims,2017,70
AZE,Azerbaijan,Asia,Western Asia,Offences of trafficking in persons,2017,142
AZE,Azerbaijan,Asia,Western Asia,Persons convicted,2017,36
AZE,Azerbaijan,Asia,Western Asia,Detected trafficking victims,2018,98
AZE,Azerbaijan,Asia,Western Asia,Offences of trafficking in persons,2018,144
AZE,Azerbaijan,Asia,Western Asia,Persons convicted,2018,34
AZE,Azerbaijan,Asia,Western Asia,Detected trafficking victims,2019,91
AZE,Azerbaijan,Asia,Western Asia,Offences of trafficking in persons,2019,146
AZE,Azerbaijan,Asia,Western Asia,Persons convicted,2019,34
AZE,Azerbaijan,Asia,Western Asia,Detected trafficking victims,2020,94
AZE,Azerbaijan,Asia,Western Asia,Offences of trafficking in persons,2020,146
AZE,Azerbaijan,Asia,Western Asia,Persons convicted,2020,30
AZE,Azerbaijan,Asia,Western Asia,Detected trafficking victims,2021,95
AZE,Azerbaijan,Asia,Western Asia,Offences of trafficking in persons,2021,15
BDI,Burundi,Africa,Sub-Saharan Africa,Persons prosecuted,2008,7
BDI,Burundi,Africa,Sub-Saharan Africa,Detected trafficking victims,2009,129
BDI,Burundi,Africa,Sub-Saharan Africa,Detected trafficking victims,2010,10
BDI,Burundi,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2013,9
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2007,74
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2007,453
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2008,65
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2008,367
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2009,50
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2009,371
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2010,83
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2012,127
BEL,Belgium,Europe,Western Europe,Offences of trafficking in persons,2012,874
BEL,Belgium,Europe,Western Europe,Persons brought into formal contact,2012,592
BEL,Belgium,Europe,Western Europe,Persons convicted,2012,82
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2012,593
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2013,116
BEL,Belgium,Europe,Western Europe,Offences of trafficking in persons,2013,604
BEL,Belgium,Europe,Western Europe,Persons brought into formal contact,2013,604
BEL,Belgium,Europe,Western Europe,Persons convicted,2013,91
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2013,602
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2014,84
BEL,Belgium,Europe,Western Europe,Offences of trafficking in persons,2014,635
BEL,Belgium,Europe,Western Europe,Persons brought into formal contact,2014,558
BEL,Belgium,Europe,Western Europe,Persons convicted,2014,102
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2014,389
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2015,90
BEL,Belgium,Europe,Western Europe,Offences of trafficking in persons,2015,612
BEL,Belgium,Europe,Western Europe,Persons brought into formal contact,2015,473
BEL,Belgium,Europe,Western Europe,Persons convicted,2015,99
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2015,461
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2016,84
BEL,Belgium,Europe,Western Europe,Offences of trafficking in persons,2016,602
BEL,Belgium,Europe,Western Europe,Persons brought into formal contact,2016,543
BEL,Belgium,Europe,Western Europe,Persons convicted,2016,139
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2017,121
BEL,Belgium,Europe,Western Europe,Offences of trafficking in persons,2017,355
BEL,Belgium,Europe,Western Europe,Persons brought into formal contact,2017,185
BEL,Belgium,Europe,Western Europe,Persons convicted,2017,100
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2017,446
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2018,115
BEL,Belgium,Europe,Western Europe,Offences of trafficking in persons,2018,362
BEL,Belgium,Europe,Western Europe,Persons brought into formal contact,2018,154
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2018,493
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2019,144
BEL,Belgium,Europe,Western Europe,Offences of trafficking in persons,2019,331
BEL,Belgium,Europe,Western Europe,Persons brought into formal contact,2019,140
BEL,Belgium,Europe,Western Europe,Persons convicted,2019,116
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2019,63
BEL,Belgium,Europe,Western Europe,Detected trafficking victims,2020,88
BEL,Belgium,Europe,Western Europe,Offences of trafficking in persons,2020,278
BEL,Belgium,Europe,Western Europe,Persons brought into formal contact,2020,488
BEL,Belgium,Europe,Western Europe,Persons prosecuted,2020,64
BEN,Benin,Africa,Sub-Saharan Africa,Detected trafficking victims,2017,535
BEN,Benin,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2017,536
BEN,Benin,Africa,Sub-Saharan Africa,Persons brought into formal contact,2017,105
BEN,Benin,Africa,Sub-Saharan Africa,Persons convicted,2017,30
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Detected trafficking victims,2007,402
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Detected trafficking victims,2008,203
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Persons convicted,2008,2
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Persons prosecuted,2008,7
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Detected trafficking victims,2009,788
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Detected trafficking victims,2010,588
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Detected trafficking victims,2011,1282
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Detected trafficking victims,2014,550
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Detected trafficking victims,2017,872
BFA,Burkina Faso,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2017,1740
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2005,36
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2006,45
BGD,Bangladesh,Asia,Southern Asia,Detected trafficking victims,2007,114
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2007,175
BGD,Bangladesh,Asia,Southern Asia,Persons prosecuted,2007,428
BGD,Bangladesh,Asia,Southern Asia,Detected trafficking victims,2010,310
BGD,Bangladesh,Asia,Southern Asia,Offences of trafficking in persons,2010,117
BGD,Bangladesh,Asia,Southern Asia,Persons brought into formal contact,2010,111
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2010,43
BGD,Bangladesh,Asia,Southern Asia,Persons prosecuted,2010,78
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2011,14
BGD,Bangladesh,Asia,Southern Asia,Detected trafficking victims,2012,126
BGD,Bangladesh,Asia,Southern Asia,Offences of trafficking in persons,2012,243
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2012,11
BGD,Bangladesh,Asia,Southern Asia,Persons prosecuted,2012,84
BGD,Bangladesh,Asia,Southern Asia,Offences of trafficking in persons,2013,366
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2013,12
BGD,Bangladesh,Asia,Southern Asia,Persons prosecuted,2013,106
BGD,Bangladesh,Asia,Southern Asia,Offences of trafficking in persons,2014,683
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2014,15
BGD,Bangladesh,Asia,Southern Asia,Persons prosecuted,2014,272
BGD,Bangladesh,Asia,Southern Asia,Detected trafficking victims,2017,733
BGD,Bangladesh,Asia,Southern Asia,Persons brought into formal contact,2017,1423
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2017,2
BGD,Bangladesh,Asia,Southern Asia,Detected trafficking victims,2018,502
BGD,Bangladesh,Asia,Southern Asia,Offences of trafficking in persons,2018,561
BGD,Bangladesh,Asia,Southern Asia,Persons brought into formal contact,2018,688
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2018,2
BGD,Bangladesh,Asia,Southern Asia,Offences of trafficking in persons,2019,685
BGD,Bangladesh,Asia,Southern Asia,Persons brought into formal contact,2019,199
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2019,9
BGD,Bangladesh,Asia,Southern Asia,Offences of trafficking in persons,2020,730
BGD,Bangladesh,Asia,Southern Asia,Persons brought into formal contact,2020,373
BGD,Bangladesh,Asia,Southern Asia,Persons convicted,2020,2
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2003,13
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2004,2
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2004,44
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2005,33
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2005,63
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2006,85
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2006,97
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2007,288
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2007,85
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2007,110
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2008,250
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2008,87
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2008,87
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2009,297
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2009,91
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2009,91
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2010,429
BGR,Bulgaria,Europe,Eastern Europe,Offences of trafficking in persons,2010,129
BGR,Bulgaria,Europe,Eastern Europe,Persons brought into formal contact,2010,272
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2010,95
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2010,103
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2011,540
BGR,Bulgaria,Europe,Eastern Europe,Offences of trafficking in persons,2011,134
BGR,Bulgaria,Europe,Eastern Europe,Persons brought into formal contact,2011,220
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2011,116
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2011,112
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2012,579
BGR,Bulgaria,Europe,Eastern Europe,Offences of trafficking in persons,2012,138
BGR,Bulgaria,Europe,Eastern Europe,Persons brought into formal contact,2012,198
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2012,105
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2012,111
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2013,538
BGR,Bulgaria,Europe,Eastern Europe,Offences of trafficking in persons,2013,105
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2013,97
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2013,125
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2014,491
BGR,Bulgaria,Europe,Eastern Europe,Offences of trafficking in persons,2014,346
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2014,59
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2014,94
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2015,406
BGR,Bulgaria,Europe,Eastern Europe,Offences of trafficking in persons,2015,294
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2015,49
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2015,99
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2016,446
BGR,Bulgaria,Europe,Eastern Europe,Offences of trafficking in persons,2016,312
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2016,36
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2016,80
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2017,508
BGR,Bulgaria,Europe,Eastern Europe,Offences of trafficking in persons,2017,86
BGR,Bulgaria,Europe,Eastern Europe,Persons brought into formal contact,2017,19
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2017,62
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2017,88
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2018,443
BGR,Bulgaria,Europe,Eastern Europe,Offences of trafficking in persons,2018,90
BGR,Bulgaria,Europe,Eastern Europe,Persons brought into formal contact,2018,24
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2018,58
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2018,68
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2019,404
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2020,457
BGR,Bulgaria,Europe,Eastern Europe,Offences of trafficking in persons,2020,79
BGR,Bulgaria,Europe,Eastern Europe,Persons convicted,2020,46
BGR,Bulgaria,Europe,Eastern Europe,Persons prosecuted,2020,69
BGR,Bulgaria,Europe,Eastern Europe,Detected trafficking victims,2021,466
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2007,2
BHR,Bahrain,Asia,Western Asia,Persons convicted,2007,2
BHR,Bahrain,Asia,Western Asia,Persons prosecuted,2007,2
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2008,2
BHR,Bahrain,Asia,Western Asia,Persons convicted,2008,2
BHR,Bahrain,Asia,Western Asia,Persons prosecuted,2008,2
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2009,2
BHR,Bahrain,Asia,Western Asia,Persons convicted,2009,2
BHR,Bahrain,Asia,Western Asia,Persons prosecuted,2009,2
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2010,43
BHR,Bahrain,Asia,Western Asia,Offences of trafficking in persons,2010,19
BHR,Bahrain,Asia,Western Asia,Persons brought into formal contact,2010,25
BHR,Bahrain,Asia,Western Asia,Persons convicted,2010,7
BHR,Bahrain,Asia,Western Asia,Persons prosecuted,2010,25
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2011,5
BHR,Bahrain,Asia,Western Asia,Offences of trafficking in persons,2011,2
BHR,Bahrain,Asia,Western Asia,Persons brought into formal contact,2011,2
BHR,Bahrain,Asia,Western Asia,Persons convicted,2011,2
BHR,Bahrain,Asia,Western Asia,Persons prosecuted,2011,2
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2012,20
BHR,Bahrain,Asia,Western Asia,Offences of trafficking in persons,2012,8
BHR,Bahrain,Asia,Western Asia,Persons brought into formal contact,2012,10
BHR,Bahrain,Asia,Western Asia,Persons convicted,2012,6
BHR,Bahrain,Asia,Western Asia,Persons prosecuted,2012,2
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2013,143
BHR,Bahrain,Asia,Western Asia,Offences of trafficking in persons,2013,26
BHR,Bahrain,Asia,Western Asia,Persons brought into formal contact,2013,31
BHR,Bahrain,Asia,Western Asia,Persons convicted,2013,14
BHR,Bahrain,Asia,Western Asia,Persons prosecuted,2013,8
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2014,96
BHR,Bahrain,Asia,Western Asia,Offences of trafficking in persons,2014,35
BHR,Bahrain,Asia,Western Asia,Persons brought into formal contact,2014,53
BHR,Bahrain,Asia,Western Asia,Persons convicted,2014,15
BHR,Bahrain,Asia,Western Asia,Persons prosecuted,2014,10
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2015,78
BHR,Bahrain,Asia,Western Asia,Offences of trafficking in persons,2015,10
BHR,Bahrain,Asia,Western Asia,Persons brought into formal contact,2015,13
BHR,Bahrain,Asia,Western Asia,Persons convicted,2015,2
BHR,Bahrain,Asia,Western Asia,Persons prosecuted,2015,2
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2016,13
BHR,Bahrain,Asia,Western Asia,Detected trafficking victims,2017,15
BHR,Bahrain,Asia,Western Asia,Offences of trafficking in persons,2017,6
BHR,Bahrain,Asia,Western Asia,Persons brought into formal contact,2017,50
BHR,Bahrain,Asia,Western Asia,Persons convicted,2017,21
